bartime,index_name,line_name,value
201909021310,DualThrust,upper_bound,3873.92
201909021310,DualThrust,lower_bound,3805.28
201909021315,DualThrust,upper_bound,3874.32
201909021315,DualThrust,lower_bound,3805.68
201909021320,DualThrust,upper_bound,3869.8
201909021320,DualThrust,lower_bound,3803.8
201909021325,DualThrust,upper_bound,3878.72
201909021325,DualThrust,lower_bound,3810.08
201909021330,DualThrust,upper_bound,3883.64
201909021330,DualThrust,lower_bound,3812.36
201909021335,DualThrust,upper_bound,3879.84
201909021335,DualThrust,lower_bound,3819.36
201909021340,DualThrust,upper_bound,3880.24
201909021340,DualThrust,lower_bound,3819.76
201909021345,DualThrust,upper_bound,3875.88
201909021345,DualThrust,lower_bound,3818.52
201909021350,DualThrust,upper_bound,3875.88
201909021350,DualThrust,lower_bound,3818.52
201909021355,DualThrust,upper_bound,3878.4
201909021355,DualThrust,lower_bound,3824.4
201909021400,DualThrust,upper_bound,3872.36
201909021400,DualThrust,lower_bound,3823.64
201909021405,DualThrust,upper_bound,3866.76
201909021405,DualThrust,lower_bound,3818.04
201909021410,DualThrust,upper_bound,3866.76
201909021410,DualThrust,lower_bound,3818.04
201909021415,DualThrust,upper_bound,3874.56
201909021415,DualThrust,lower_bound,3825.84
201909021420,DualThrust,upper_bound,3869.24
201909021420,DualThrust,lower_bound,3826.76
201909021425,DualThrust,upper_bound,3873.24
201909021425,DualThrust,lower_bound,3830.76
201909021430,DualThrust,upper_bound,3867.44
201909021430,DualThrust,lower_bound,3824.96
201909021435,DualThrust,upper_bound,3867.84
201909021435,DualThrust,lower_bound,3825.36
201909021440,DualThrust,upper_bound,3868.44
201909021440,DualThrust,lower_bound,3825.96
201909021445,DualThrust,upper_bound,3868.64
201909021445,DualThrust,lower_bound,3826.16
201909021450,DualThrust,upper_bound,3861
201909021450,DualThrust,lower_bound,3822.6
201909021455,DualThrust,upper_bound,3860
201909021455,DualThrust,lower_bound,3821.6
201909021500,DualThrust,upper_bound,3853.8
201909021500,DualThrust,lower_bound,3815.4
201909030935,DualThrust,upper_bound,3859
201909030935,DualThrust,lower_bound,3820.6
201909030940,DualThrust,upper_bound,3861.4
201909030940,DualThrust,lower_bound,3823
201909030945,DualThrust,upper_bound,3852.6
201909030945,DualThrust,lower_bound,3814.2
201909030950,DualThrust,upper_bound,3855.72
201909030950,DualThrust,lower_bound,3821.88
201909030955,DualThrust,upper_bound,3854.04
201909030955,DualThrust,lower_bound,3823.56
201909031000,DualThrust,upper_bound,3856.64
201909031000,DualThrust,lower_bound,3826.16
201909031005,DualThrust,upper_bound,3858.44
201909031005,DualThrust,lower_bound,3827.96
201909031010,DualThrust,upper_bound,3853.64
201909031010,DualThrust,lower_bound,3823.16
201909031015,DualThrust,upper_bound,3850.24
201909031015,DualThrust,lower_bound,3819.76
201909031020,DualThrust,upper_bound,3850.24
201909031020,DualThrust,lower_bound,3819.76
201909031025,DualThrust,upper_bound,3848.08
201909031025,DualThrust,lower_bound,3817.12
201909031030,DualThrust,upper_bound,3844.56
201909031030,DualThrust,lower_bound,3816.24
201909031035,DualThrust,upper_bound,3845.36
201909031035,DualThrust,lower_bound,3817.04
201909031040,DualThrust,upper_bound,3848.52
201909031040,DualThrust,lower_bound,3819.48
201909031045,DualThrust,upper_bound,3851.12
201909031045,DualThrust,lower_bound,3822.08
201909031050,DualThrust,upper_bound,3849.52
201909031050,DualThrust,lower_bound,3820.48
201909031055,DualThrust,upper_bound,3851.32
201909031055,DualThrust,lower_bound,3822.28
201909031100,DualThrust,upper_bound,3849.92
201909031100,DualThrust,lower_bound,3820.88
201909031105,DualThrust,upper_bound,3850.92
201909031105,DualThrust,lower_bound,3821.88
201909031110,DualThrust,upper_bound,3849.32
201909031110,DualThrust,lower_bound,3820.28
201909031115,DualThrust,upper_bound,3849.52
201909031115,DualThrust,lower_bound,3820.48
201909031120,DualThrust,upper_bound,3842.4
201909031120,DualThrust,lower_bound,3812.4
201909031125,DualThrust,upper_bound,3848.6
201909031125,DualThrust,lower_bound,3821
201909031130,DualThrust,upper_bound,3847.8
201909031130,DualThrust,lower_bound,3820.2
201909031305,DualThrust,upper_bound,3850
201909031305,DualThrust,lower_bound,3822.4
201909031310,DualThrust,upper_bound,3846.6
201909031310,DualThrust,lower_bound,3822.6
201909031315,DualThrust,upper_bound,3844.36
201909031315,DualThrust,lower_bound,3822.04
201909031320,DualThrust,upper_bound,3842.76
201909031320,DualThrust,lower_bound,3820.44
201909031325,DualThrust,upper_bound,3842.96
201909031325,DualThrust,lower_bound,3820.64
201909031330,DualThrust,upper_bound,3840.96
201909031330,DualThrust,lower_bound,3818.64
201909031335,DualThrust,upper_bound,3841.56
201909031335,DualThrust,lower_bound,3819.24
201909031340,DualThrust,upper_bound,3842.36
201909031340,DualThrust,lower_bound,3820.04
201909031345,DualThrust,upper_bound,3838.16
201909031345,DualThrust,lower_bound,3815.84
201909031350,DualThrust,upper_bound,3837.36
201909031350,DualThrust,lower_bound,3813.84
201909031355,DualThrust,upper_bound,3839
201909031355,DualThrust,lower_bound,3815
201909031400,DualThrust,upper_bound,3838.88
201909031400,DualThrust,lower_bound,3817.52
201909031405,DualThrust,upper_bound,3836.68
201909031405,DualThrust,lower_bound,3820.12
201909031410,DualThrust,upper_bound,3838.28
201909031410,DualThrust,lower_bound,3821.72
201909031415,DualThrust,upper_bound,3838.08
201909031415,DualThrust,lower_bound,3821.52
201909031420,DualThrust,upper_bound,3839.48
201909031420,DualThrust,lower_bound,3822.92
201909031425,DualThrust,upper_bound,3839.48
201909031425,DualThrust,lower_bound,3822.92
201909031430,DualThrust,upper_bound,3841.08
201909031430,DualThrust,lower_bound,3824.52
201909031435,DualThrust,upper_bound,3842.88
201909031435,DualThrust,lower_bound,3826.32
201909031440,DualThrust,upper_bound,3844.28
201909031440,DualThrust,lower_bound,3827.72
201909031445,DualThrust,upper_bound,3843.28
201909031445,DualThrust,lower_bound,3826.72
201909031450,DualThrust,upper_bound,3843.04
201909031450,DualThrust,lower_bound,3826.96
201909031455,DualThrust,upper_bound,3843.44
201909031455,DualThrust,lower_bound,3827.36
201909031500,DualThrust,upper_bound,3846.04
201909031500,DualThrust,lower_bound,3828.76
201909040935,DualThrust,upper_bound,3850.64
201909040935,DualThrust,lower_bound,3833.36
201909040940,DualThrust,upper_bound,3891.16
201909040940,DualThrust,lower_bound,3840.04
201909040945,DualThrust,upper_bound,3871.92
201909040945,DualThrust,lower_bound,3820.08
201909040950,DualThrust,upper_bound,3869.52
201909040950,DualThrust,lower_bound,3817.68
201909040955,DualThrust,upper_bound,3880.52
201909040955,DualThrust,lower_bound,3828.68
201909041000,DualThrust,upper_bound,3893.4
201909041000,DualThrust,lower_bound,3840.6
201909041005,DualThrust,upper_bound,3906.76
201909041005,DualThrust,lower_bound,3843.64
201909041010,DualThrust,upper_bound,3897.16
201909041010,DualThrust,lower_bound,3834.04
201909041015,DualThrust,upper_bound,3904.16
201909041015,DualThrust,lower_bound,3841.04
201909041020,DualThrust,upper_bound,3896.76
201909041020,DualThrust,lower_bound,3833.64
201909041025,DualThrust,upper_bound,3891.56
201909041025,DualThrust,lower_bound,3828.44
201909041030,DualThrust,upper_bound,3893.96
201909041030,DualThrust,lower_bound,3830.84
201909041035,DualThrust,upper_bound,3899.36
201909041035,DualThrust,lower_bound,3836.24
201909041040,DualThrust,upper_bound,3899.56
201909041040,DualThrust,lower_bound,3836.44
201909041045,DualThrust,upper_bound,3897.96
201909041045,DualThrust,lower_bound,3834.84
201909041050,DualThrust,upper_bound,3897.72
201909041050,DualThrust,lower_bound,3835.08
201909041055,DualThrust,upper_bound,3901.32
201909041055,DualThrust,lower_bound,3838.68
201909041100,DualThrust,upper_bound,3894.72
201909041100,DualThrust,lower_bound,3832.08
201909041105,DualThrust,upper_bound,3886.68
201909041105,DualThrust,lower_bound,3829.32
201909041110,DualThrust,upper_bound,3887.48
201909041110,DualThrust,lower_bound,3830.12
201909041115,DualThrust,upper_bound,3884.28
201909041115,DualThrust,lower_bound,3826.92
201909041120,DualThrust,upper_bound,3873.56
201909041120,DualThrust,lower_bound,3818.84
201909041125,DualThrust,upper_bound,3877.52
201909041125,DualThrust,lower_bound,3824.48
201909041130,DualThrust,upper_bound,3874.24
201909041130,DualThrust,lower_bound,3823.36
201909041305,DualThrust,upper_bound,3877.04
201909041305,DualThrust,lower_bound,3826.16
201909041310,DualThrust,upper_bound,3875.64
201909041310,DualThrust,lower_bound,3824.76
201909041315,DualThrust,upper_bound,3875.64
201909041315,DualThrust,lower_bound,3824.76
201909041320,DualThrust,upper_bound,3877.92
201909041320,DualThrust,lower_bound,3827.28
201909041325,DualThrust,upper_bound,3879.04
201909041325,DualThrust,lower_bound,3829.36
201909041330,DualThrust,upper_bound,3876.96
201909041330,DualThrust,lower_bound,3831.84
201909041335,DualThrust,upper_bound,3875.36
201909041335,DualThrust,lower_bound,3830.24
201909041340,DualThrust,upper_bound,3868
201909041340,DualThrust,lower_bound,3828.4
201909041345,DualThrust,upper_bound,3870.16
201909041345,DualThrust,lower_bound,3831.04
201909041350,DualThrust,upper_bound,3866.6
201909041350,DualThrust,lower_bound,3830.6
201909041355,DualThrust,upper_bound,3861.92
201909041355,DualThrust,lower_bound,3818.48
201909041400,DualThrust,upper_bound,3860.96
201909041400,DualThrust,lower_bound,3814.64
201909041405,DualThrust,upper_bound,3864.28
201909041405,DualThrust,lower_bound,3820.12
201909041410,DualThrust,upper_bound,3867.96
201909041410,DualThrust,lower_bound,3824.04
201909041415,DualThrust,upper_bound,3879.36
201909041415,DualThrust,lower_bound,3835.44
201909041420,DualThrust,upper_bound,3886.76
201909041420,DualThrust,lower_bound,3842.84
201909041425,DualThrust,upper_bound,3882.16
201909041425,DualThrust,lower_bound,3838.24
201909041430,DualThrust,upper_bound,3888.36
201909041430,DualThrust,lower_bound,3844.44
201909041435,DualThrust,upper_bound,3885.56
201909041435,DualThrust,lower_bound,3841.64
201909041440,DualThrust,upper_bound,3886.96
201909041440,DualThrust,lower_bound,3843.04
201909041445,DualThrust,upper_bound,3885.36
201909041445,DualThrust,lower_bound,3841.44
201909041450,DualThrust,upper_bound,3883.96
201909041450,DualThrust,lower_bound,3843.64
201909041455,DualThrust,upper_bound,3890.12
201909041455,DualThrust,lower_bound,3849.08
201909041500,DualThrust,upper_bound,3900.48
201909041500,DualThrust,lower_bound,3851.52
201909050935,DualThrust,upper_bound,3946.36
201909050935,DualThrust,lower_bound,3883.24
201909050940,DualThrust,upper_bound,3986.32
201909050940,DualThrust,lower_bound,3872.08
201909050945,DualThrust,upper_bound,3991.72
201909050945,DualThrust,lower_bound,3869.08
201909050950,DualThrust,upper_bound,3993.52
201909050950,DualThrust,lower_bound,3870.88
201909050955,DualThrust,upper_bound,3997.12
201909050955,DualThrust,lower_bound,3874.48
201909051000,DualThrust,upper_bound,4009.84
201909051000,DualThrust,lower_bound,3873.76
201909051005,DualThrust,upper_bound,4011.04
201909051005,DualThrust,lower_bound,3874.96
201909051010,DualThrust,upper_bound,4014.04
201909051010,DualThrust,lower_bound,3877.96
201909051015,DualThrust,upper_bound,4011.04
201909051015,DualThrust,lower_bound,3874.96
201909051020,DualThrust,upper_bound,4028.24
201909051020,DualThrust,lower_bound,3883.76
201909051025,DualThrust,upper_bound,4025.04
201909051025,DualThrust,lower_bound,3880.56
201909051030,DualThrust,upper_bound,4029.96
201909051030,DualThrust,lower_bound,3884.04
201909051035,DualThrust,upper_bound,4039.12
201909051035,DualThrust,lower_bound,3885.28
201909051040,DualThrust,upper_bound,4058.88
201909051040,DualThrust,lower_bound,3887.52
201909051045,DualThrust,upper_bound,4053.88
201909051045,DualThrust,lower_bound,3882.52
201909051050,DualThrust,upper_bound,4053.08
201909051050,DualThrust,lower_bound,3881.72
201909051055,DualThrust,upper_bound,4044.16
201909051055,DualThrust,lower_bound,3879.04
201909051100,DualThrust,upper_bound,4040.36
201909051100,DualThrust,lower_bound,3878.84
201909051105,DualThrust,upper_bound,4041.08
201909051105,DualThrust,lower_bound,3886.52
201909051110,DualThrust,upper_bound,4024.52
201909051110,DualThrust,lower_bound,3879.08
201909051115,DualThrust,upper_bound,4028.72
201909051115,DualThrust,lower_bound,3883.28
201909051120,DualThrust,upper_bound,4020.8
201909051120,DualThrust,lower_bound,3880.4
201909051125,DualThrust,upper_bound,4021.4
201909051125,DualThrust,lower_bound,3881
201909051130,DualThrust,upper_bound,4023.4
201909051130,DualThrust,lower_bound,3883
201909051305,DualThrust,upper_bound,4022
201909051305,DualThrust,lower_bound,3881.6
201909051310,DualThrust,upper_bound,4023.48
201909051310,DualThrust,lower_bound,3883.32
201909051315,DualThrust,upper_bound,4021.6
201909051315,DualThrust,lower_bound,3888.4
201909051320,DualThrust,upper_bound,4024.44
201909051320,DualThrust,lower_bound,3899.16
201909051325,DualThrust,upper_bound,4021.44
201909051325,DualThrust,lower_bound,3904.56
201909051330,DualThrust,upper_bound,3997.68
201909051330,DualThrust,lower_bound,3927.12
201909051335,DualThrust,upper_bound,3989.6
201909051335,DualThrust,lower_bound,3928.4
201909051340,DualThrust,upper_bound,3985.92
201909051340,DualThrust,lower_bound,3925.68
201909051345,DualThrust,upper_bound,3983.84
201909051345,DualThrust,lower_bound,3929.36
201909051350,DualThrust,upper_bound,3976.64
201909051350,DualThrust,lower_bound,3928.16
201909051355,DualThrust,upper_bound,3974.04
201909051355,DualThrust,lower_bound,3927.96
201909051400,DualThrust,upper_bound,3976.68
201909051400,DualThrust,lower_bound,3931.32
201909051405,DualThrust,upper_bound,3966.08
201909051405,DualThrust,lower_bound,3920.72
201909051410,DualThrust,upper_bound,3962.68
201909051410,DualThrust,lower_bound,3908.92
201909051415,DualThrust,upper_bound,3962.28
201909051415,DualThrust,lower_bound,3907.32
201909051420,DualThrust,upper_bound,3963.88
201909051420,DualThrust,lower_bound,3908.92
201909051425,DualThrust,upper_bound,3958.56
201909051425,DualThrust,lower_bound,3893.04
201909051430,DualThrust,upper_bound,3958.04
201909051430,DualThrust,lower_bound,3887.96
201909051435,DualThrust,upper_bound,3961.36
201909051435,DualThrust,lower_bound,3894.64
201909051440,DualThrust,upper_bound,3962.32
201909051440,DualThrust,lower_bound,3900.88
201909051445,DualThrust,upper_bound,3961.28
201909051445,DualThrust,lower_bound,3903.92
201909051450,DualThrust,upper_bound,3951.48
201909051450,DualThrust,lower_bound,3894.12
201909051455,DualThrust,upper_bound,3955.48
201909051455,DualThrust,lower_bound,3898.12
201909051500,DualThrust,upper_bound,3954.08
201909051500,DualThrust,lower_bound,3897.92
201909060935,DualThrust,upper_bound,3969.08
201909060935,DualThrust,lower_bound,3912.92
201909060940,DualThrust,upper_bound,3971.68
201909060940,DualThrust,lower_bound,3915.52
201909060945,DualThrust,upper_bound,3965.88
201909060945,DualThrust,lower_bound,3909.72
201909060950,DualThrust,upper_bound,3966.28
201909060950,DualThrust,lower_bound,3910.12
201909060955,DualThrust,upper_bound,3961.48
201909060955,DualThrust,lower_bound,3905.32
201909061000,DualThrust,upper_bound,3963.48
201909061000,DualThrust,lower_bound,3907.32
201909061005,DualThrust,upper_bound,3967.68
201909061005,DualThrust,lower_bound,3911.52
201909061010,DualThrust,upper_bound,3968.28
201909061010,DualThrust,lower_bound,3912.12
201909061015,DualThrust,upper_bound,3962.28
201909061015,DualThrust,lower_bound,3906.12
201909061020,DualThrust,upper_bound,3968.28
201909061020,DualThrust,lower_bound,3912.12
201909061025,DualThrust,upper_bound,3974.48
201909061025,DualThrust,lower_bound,3923.12
201909061030,DualThrust,upper_bound,3970.08
201909061030,DualThrust,lower_bound,3919.92
201909061035,DualThrust,upper_bound,3963.04
201909061035,DualThrust,lower_bound,3914.56
201909061040,DualThrust,upper_bound,3960.24
201909061040,DualThrust,lower_bound,3915.36
201909061045,DualThrust,upper_bound,3961.64
201909061045,DualThrust,lower_bound,3916.76
201909061050,DualThrust,upper_bound,3960.44
201909061050,DualThrust,lower_bound,3915.56
201909061055,DualThrust,upper_bound,3963.24
201909061055,DualThrust,lower_bound,3923.16
201909061100,DualThrust,upper_bound,3961.2
201909061100,DualThrust,lower_bound,3921.6
201909061105,DualThrust,upper_bound,3965.2
201909061105,DualThrust,lower_bound,3925.6
201909061110,DualThrust,upper_bound,3963.4
201909061110,DualThrust,lower_bound,3923.8
201909061115,DualThrust,upper_bound,3967.6
201909061115,DualThrust,lower_bound,3928
201909061120,DualThrust,upper_bound,3965.4
201909061120,DualThrust,lower_bound,3925.8
201909061125,DualThrust,upper_bound,3965.92
201909061125,DualThrust,lower_bound,3928.48
201909061130,DualThrust,upper_bound,3959.32
201909061130,DualThrust,lower_bound,3921.88
201909061305,DualThrust,upper_bound,3958.92
201909061305,DualThrust,lower_bound,3921.48
201909061310,DualThrust,upper_bound,3957.32
201909061310,DualThrust,lower_bound,3919.88
201909061315,DualThrust,upper_bound,3958.72
201909061315,DualThrust,lower_bound,3921.28
201909061320,DualThrust,upper_bound,3957.68
201909061320,DualThrust,lower_bound,3921.92
201909061325,DualThrust,upper_bound,3960.48
201909061325,DualThrust,lower_bound,3924.72
201909061330,DualThrust,upper_bound,3948
201909061330,DualThrust,lower_bound,3922.8
201909061335,DualThrust,upper_bound,3951
201909061335,DualThrust,lower_bound,3925.8
201909061340,DualThrust,upper_bound,3948.4
201909061340,DualThrust,lower_bound,3923.2
201909061345,DualThrust,upper_bound,3949.4
201909061345,DualThrust,lower_bound,3924.2
201909061350,DualThrust,upper_bound,3947.6
201909061350,DualThrust,lower_bound,3922.4
201909061355,DualThrust,upper_bound,3948.88
201909061355,DualThrust,lower_bound,3926.32
201909061400,DualThrust,upper_bound,3954.08
201909061400,DualThrust,lower_bound,3931.52
201909061405,DualThrust,upper_bound,3947.68
201909061405,DualThrust,lower_bound,3925.12
201909061410,DualThrust,upper_bound,3944.76
201909061410,DualThrust,lower_bound,3918.84
201909061415,DualThrust,upper_bound,3945.96
201909061415,DualThrust,lower_bound,3920.04
201909061420,DualThrust,upper_bound,3945.76
201909061420,DualThrust,lower_bound,3919.84
201909061425,DualThrust,upper_bound,3947.36
201909061425,DualThrust,lower_bound,3925.04
201909061430,DualThrust,upper_bound,3948.16
201909061430,DualThrust,lower_bound,3925.84
201909061435,DualThrust,upper_bound,3953.16
201909061435,DualThrust,lower_bound,3930.84
201909061440,DualThrust,upper_bound,3949.36
201909061440,DualThrust,lower_bound,3927.04
201909061445,DualThrust,upper_bound,3952.96
201909061445,DualThrust,lower_bound,3930.64
201909061450,DualThrust,upper_bound,3958.76
201909061450,DualThrust,lower_bound,3936.44
201909061455,DualThrust,upper_bound,3962.12
201909061455,DualThrust,lower_bound,3937.88
201909061500,DualThrust,upper_bound,3967.08
201909061500,DualThrust,lower_bound,3938.52
201909090935,DualThrust,upper_bound,3997.04
201909090935,DualThrust,lower_bound,3962.96
201909090940,DualThrust,upper_bound,3998.6
201909090940,DualThrust,lower_bound,3936.2
201909090945,DualThrust,upper_bound,4003.6
201909090945,DualThrust,lower_bound,3941.2
201909090950,DualThrust,upper_bound,3995
201909090950,DualThrust,lower_bound,3932.6
201909090955,DualThrust,upper_bound,3987.6
201909090955,DualThrust,lower_bound,3925.2
201909091000,DualThrust,upper_bound,3993
201909091000,DualThrust,lower_bound,3930.6
201909091005,DualThrust,upper_bound,3992.4
201909091005,DualThrust,lower_bound,3930
201909091010,DualThrust,upper_bound,3991.6
201909091010,DualThrust,lower_bound,3929.2
201909091015,DualThrust,upper_bound,3994.2
201909091015,DualThrust,lower_bound,3931.8
201909091020,DualThrust,upper_bound,3990
201909091020,DualThrust,lower_bound,3927.6
201909091025,DualThrust,upper_bound,3993
201909091025,DualThrust,lower_bound,3930.6
201909091030,DualThrust,upper_bound,3997.2
201909091030,DualThrust,lower_bound,3934.8
201909091035,DualThrust,upper_bound,3994.4
201909091035,DualThrust,lower_bound,3932
201909091040,DualThrust,upper_bound,3991.4
201909091040,DualThrust,lower_bound,3929
201909091045,DualThrust,upper_bound,4003
201909091045,DualThrust,lower_bound,3940.6
201909091050,DualThrust,upper_bound,3995.6
201909091050,DualThrust,lower_bound,3933.2
201909091055,DualThrust,upper_bound,3992.2
201909091055,DualThrust,lower_bound,3929.8
201909091100,DualThrust,upper_bound,3986.8
201909091100,DualThrust,lower_bound,3924.4
201909091105,DualThrust,upper_bound,3986
201909091105,DualThrust,lower_bound,3924.8
201909091110,DualThrust,upper_bound,3988.72
201909091110,DualThrust,lower_bound,3928.48
201909091115,DualThrust,upper_bound,3991.68
201909091115,DualThrust,lower_bound,3934.32
201909091120,DualThrust,upper_bound,3988.28
201909091120,DualThrust,lower_bound,3932.12
201909091125,DualThrust,upper_bound,3986.76
201909091125,DualThrust,lower_bound,3932.04
201909091130,DualThrust,upper_bound,3984.56
201909091130,DualThrust,lower_bound,3929.84
201909091305,DualThrust,upper_bound,3985.8
201909091305,DualThrust,lower_bound,3935.4
201909091310,DualThrust,upper_bound,3982.52
201909091310,DualThrust,lower_bound,3939.08
201909091315,DualThrust,upper_bound,3984.4
201909091315,DualThrust,lower_bound,3943.6
201909091320,DualThrust,upper_bound,3982.8
201909091320,DualThrust,lower_bound,3945.6
201909091325,DualThrust,upper_bound,3987
201909091325,DualThrust,lower_bound,3952.2
201909091330,DualThrust,upper_bound,3986.6
201909091330,DualThrust,lower_bound,3951.8
201909091335,DualThrust,upper_bound,3978.36
201909091335,DualThrust,lower_bound,3953.64
201909091340,DualThrust,upper_bound,3981.52
201909091340,DualThrust,lower_bound,3958.48
201909091345,DualThrust,upper_bound,3982.52
201909091345,DualThrust,lower_bound,3959.48
201909091350,DualThrust,upper_bound,3983.2
201909091350,DualThrust,lower_bound,3959.2
201909091355,DualThrust,upper_bound,3975.4
201909091355,DualThrust,lower_bound,3951.4
201909091400,DualThrust,upper_bound,3972
201909091400,DualThrust,lower_bound,3948
201909091405,DualThrust,upper_bound,3974
201909091405,DualThrust,lower_bound,3950
201909091410,DualThrust,upper_bound,3975.8
201909091410,DualThrust,lower_bound,3951.8
201909091415,DualThrust,upper_bound,3972.2
201909091415,DualThrust,lower_bound,3948.2
201909091420,DualThrust,upper_bound,3972.8
201909091420,DualThrust,lower_bound,3948.8
201909091425,DualThrust,upper_bound,3972.8
201909091425,DualThrust,lower_bound,3948.8
201909091430,DualThrust,upper_bound,3973
201909091430,DualThrust,lower_bound,3949
201909091435,DualThrust,upper_bound,3980
201909091435,DualThrust,lower_bound,3956
201909091440,DualThrust,upper_bound,3971.6
201909091440,DualThrust,lower_bound,3947.6
201909091445,DualThrust,upper_bound,3976.8
201909091445,DualThrust,lower_bound,3952.8
201909091450,DualThrust,upper_bound,3976.2
201909091450,DualThrust,lower_bound,3952.2
201909091455,DualThrust,upper_bound,3975.8
201909091455,DualThrust,lower_bound,3951.8
201909091500,DualThrust,upper_bound,3977.72
201909091500,DualThrust,lower_bound,3957.08
201909100935,DualThrust,upper_bound,3986.52
201909100935,DualThrust,lower_bound,3965.88
201909100940,DualThrust,upper_bound,3971.24
201909100940,DualThrust,lower_bound,3946.76
201909100945,DualThrust,upper_bound,3968.44
201909100945,DualThrust,lower_bound,3939.16
201909100950,DualThrust,upper_bound,3968.44
201909100950,DualThrust,lower_bound,3939.16
201909100955,DualThrust,upper_bound,3967.76
201909100955,DualThrust,lower_bound,3938.24
201909101000,DualThrust,upper_bound,3965.88
201909101000,DualThrust,lower_bound,3930.12
201909101005,DualThrust,upper_bound,3965.68
201909101005,DualThrust,lower_bound,3928.72
201909101010,DualThrust,upper_bound,3965
201909101010,DualThrust,lower_bound,3926.6
201909101015,DualThrust,upper_bound,3966
201909101015,DualThrust,lower_bound,3927.6
201909101020,DualThrust,upper_bound,3969.4
201909101020,DualThrust,lower_bound,3931
201909101025,DualThrust,upper_bound,3967.6
201909101025,DualThrust,lower_bound,3929.2
201909101030,DualThrust,upper_bound,3966.2
201909101030,DualThrust,lower_bound,3927.8
201909101035,DualThrust,upper_bound,3965.12
201909101035,DualThrust,lower_bound,3926.48
201909101040,DualThrust,upper_bound,3962.76
201909101040,DualThrust,lower_bound,3920.04
201909101045,DualThrust,upper_bound,3968.36
201909101045,DualThrust,lower_bound,3925.64
201909101050,DualThrust,upper_bound,3968.76
201909101050,DualThrust,lower_bound,3926.04
201909101055,DualThrust,upper_bound,3968.16
201909101055,DualThrust,lower_bound,3925.44
201909101100,DualThrust,upper_bound,3966.76
201909101100,DualThrust,lower_bound,3924.04
201909101105,DualThrust,upper_bound,3964.16
201909101105,DualThrust,lower_bound,3921.44
201909101110,DualThrust,upper_bound,3965.76
201909101110,DualThrust,lower_bound,3923.04
201909101115,DualThrust,upper_bound,3965.36
201909101115,DualThrust,lower_bound,3922.64
201909101120,DualThrust,upper_bound,3963.44
201909101120,DualThrust,lower_bound,3919.76
201909101125,DualThrust,upper_bound,3965.04
201909101125,DualThrust,lower_bound,3921.36
201909101130,DualThrust,upper_bound,3968.24
201909101130,DualThrust,lower_bound,3924.56
201909101305,DualThrust,upper_bound,3968.64
201909101305,DualThrust,lower_bound,3924.96
201909101310,DualThrust,upper_bound,3970.64
201909101310,DualThrust,lower_bound,3926.96
201909101315,DualThrust,upper_bound,3970.84
201909101315,DualThrust,lower_bound,3927.16
201909101320,DualThrust,upper_bound,3970.04
201909101320,DualThrust,lower_bound,3926.36
201909101325,DualThrust,upper_bound,3971.84
201909101325,DualThrust,lower_bound,3928.16
201909101330,DualThrust,upper_bound,3972.64
201909101330,DualThrust,lower_bound,3928.96
201909101335,DualThrust,upper_bound,3960.08
201909101335,DualThrust,lower_bound,3936.32
